subj.id	condition	trial.per.condition	culture	age.group	gender	trial	z.trial	z.trial.per.condition	condition.process.only	condition.outcome.process	condition.process.only.c	condition.outcome.process.c	culture.US	culture.US.c	age.group.6.7	age.group.adults	age.group.6.7.c	age.group.adults.c	gender.male	gender.male.c	coding
242	subj.50	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
434	subj.50	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
626	subj.50	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
818	subj.50	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1010	subj.50	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
52	subj.52	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
244	subj.52	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
436	subj.52	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
628	subj.52	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
820	subj.52	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1012	subj.52	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
54	subj.54	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
246	subj.54	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
438	subj.54	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
630	subj.54	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
822	subj.54	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1014	subj.54	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
56	subj.56	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
248	subj.56	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
440	subj.56	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
632	subj.56	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
824	subj.56	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1016	subj.56	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
58	subj.58	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
250	subj.58	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
442	subj.58	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
634	subj.58	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
826	subj.58	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1018	subj.58	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
6	subj.6	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
198	subj.6	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
390	subj.6	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
582	subj.6	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
774	subj.6	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
966	subj.6	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
61	subj.61	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
253	subj.61	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
445	subj.61	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
637	subj.61	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
829	subj.61	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1021	subj.61	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
63	subj.63	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
255	subj.63	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
447	subj.63	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
639	subj.63	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
831	subj.63	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1023	subj.63	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
65	subj.65	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
257	subj.65	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
449	subj.65	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
641	subj.65	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
833	subj.65	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1025	subj.65	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
67	subj.67	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
259	subj.67	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
451	subj.67	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
643	subj.67	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
835	subj.67	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1027	subj.67	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
69	subj.69	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
261	subj.69	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
453	subj.69	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
645	subj.69	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
837	subj.69	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1029	subj.69	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
70	subj.70	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
262	subj.70	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
454	subj.70	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
646	subj.70	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
838	subj.70	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1030	subj.70	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
72	subj.72	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
264	subj.72	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
456	subj.72	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
648	subj.72	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
840	subj.72	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1032	subj.72	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
74	subj.74	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
266	subj.74	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
458	subj.74	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
650	subj.74	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
842	subj.74	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1034	subj.74	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
76	subj.76	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
268	subj.76	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
460	subj.76	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
652	subj.76	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
844	subj.76	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1036	subj.76	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
78	subj.78	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
270	subj.78	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
462	subj.78	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
654	subj.78	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
846	subj.78	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1038	subj.78	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
8	subj.8	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
200	subj.8	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
392	subj.8	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
584	subj.8	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
776	subj.8	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
968	subj.8	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
81	subj.81	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
273	subj.81	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
465	subj.81	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
657	subj.81	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
849	subj.81	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1041	subj.81	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
83	subj.83	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
275	subj.83	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
467	subj.83	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
659	subj.83	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
851	subj.83	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1043	subj.83	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
